TOKEN_ID,NFT_FIRST_PRICE,NFT_LAST_PRICE,NFT_AVG_PRICE,NFT_SALE_COUNT
4552,765.5238518,24.03422,335.3239808,4
2413,14.065902,14.065902,14.065902,1
6142,593.6715586,78.0084,413.1975333,3
7582,37.92643848,20.03035,28.97839424,2
5874,20.445645,20.445645,20.445645,1
7389,18.094995,26.53856,22.3167775,2
111,0,15.8899628,7.9449814,2
2220,33.1732,33.1732,33.1732,1
9446,12.221874,15.05448,11.39668867,3
4265,12.80568,23.44182,18.12375,2
7515,5.7823,15.2170344,10.4996672,2
8808,24.74629062,29.790504,27.26839731,2
2383,0,11.8433355,5.92166775,2
8177,0,12.8400642,6.4200321,2
4271,6.5035,11.490353,8.9969265,2
3877,6.111625,6.111625,6.111625,1
7517,5.7823,18.1745283,11.97841415,2
2192,733.5600614,17.807475,194.5701441,4
9895,5.2728,9.928074,7.600437,2
6955,7.8042,14.979312,11.391756,2
8190,13.072465,15.52995396,14.30120948,2
9398,23.36442873,11.07308,23.51801225,3
177,323.0484391,8.6144202,165.8314296,2
6444,9.076984,13.00045,11.038717,2
3825,16.38792,13.967568,15.177744,2
2281,18.175329,13.96465809,16.06999355,2
747,15.02226,25.78715,20.404705,2
5164,4003.649,4003.649,4003.649,1
258,45.58781979,36.1352,40.86150989,2
311,15.17463017,36.1352,25.57087855,3
2408,34.19086484,36.1352,35.16303242,2
319,7.021097541,36.1352,22.85303434,3
316,5.888662454,36.1352,22.39367795,3
180,593.6715586,36.1352,166.4829889,4
318,5.888662454,36.1352,22.40185102,3
4493,484.2791885,37.1196,260.6993942,2
5386,624.9174301,25.901608,351.6412309,4
2783,705.5853133,38.0618,250.5302051,3
3785,37.8334,37.8334,37.8334,1
4558,12.393192,18.62962208,15.51140704,2
5568,618.2419331,24.077056,218.6454737,3
775,745.9932828,15.309851,256.2894579,3
2898,562.4256871,14.93644,329.2230428,4
4110,656.1633016,11.34786,445.2656036,3
5787,41.55974683,41.55974683,41.55974683,1
8035,22.96781285,53.4339602,38.20088653,2
7932,24.74629062,53.43000213,39.08814638,2
2678,17.17656657,29.68553345,28.84590767,4
8338,24.74629062,29.68157538,27.213933,2
2565,73.51896123,43.74175228,44.55714774,3
8353,24.74629062,41.55578875,33.15103969,2
308,17.21301333,53.4339602,35.32348677,2
7277,23.1350075,53.43000213,38.28250482,2
8810,24.74629062,41.55578875,33.15103969,2
8818,24.74629062,33.83741534,29.29185298,2
5682,33.41531819,33.41531819,33.41531819,1
2596,33.41531819,33.41531819,33.41531819,1
8351,24.74629062,33.2993761,29.02283336,2
1855,42.0064675,33.34804787,37.67725768,2
6879,33.94232354,33.94232354,33.94232354,1
5833,35.80242894,35.80242894,35.80242894,1
6188,35.80242894,35.80242894,35.80242894,1
5196,35.80242894,35.80242894,35.80242894,1
8652,24.74629062,38.35288541,31.54958801,2
9418,22.61293806,38.35288541,30.48291174,2
9246,11.50854612,11.50854612,11.50854612,1
8813,24.74629062,47.65235332,36.19932197,2
8376,22.61293806,22.61293806,22.61293806,1
7288,22.61293806,22.61293806,22.61293806,1
7281,22.61293806,22.61293806,22.61293806,1
7285,22.61293806,22.61293806,22.61293806,1
8380,22.61293806,22.61293806,22.61293806,1
7279,22.61293806,22.61293806,22.61293806,1
8365,22.61293806,22.61293806,22.61293806,1
9403,23.1350075,23.1350075,23.1350075,1
8366,23.1350075,23.1350075,23.1350075,1
9414,23.1350075,23.1350075,23.1350075,1
8364,23.1350075,23.1350075,23.1350075,1
8944,23.1350075,23.1350075,23.1350075,1
9409,23.1350075,23.1350075,23.1350075,1
8820,23.1350075,23.1350075,23.1350075,1
9410,23.1350075,23.1350075,23.1350075,1
7286,23.1350075,23.1350075,23.1350075,1
8809,24.74629062,24.74629062,24.74629062,1
8814,24.74629062,24.74629062,24.74629062,1
8339,24.74629062,24.74629062,24.74629062,1
8815,24.74629062,24.74629062,24.74629062,1
8352,24.74629062,24.74629062,24.74629062,1
8804,24.74629062,24.74629062,24.74629062,1
8341,24.74629062,24.74629062,24.74629062,1
8370,24.74629062,24.74629062,24.74629062,1
8807,24.74629062,24.74629062,24.74629062,1
8375,24.74629062,24.74629062,24.74629062,1
2611,502.1737419,502.1737419,502.1737419,1
3176,18.48625926,88.11931199,53.30278562,2
9247,50.15651422,69.79243789,59.97447606,2
9259,56.43668891,56.43668891,56.43668891,1
4936,7.959607587,151.9539315,62.95927396,3
6558,35.72105513,75.50924403,55.61514958,2
6433,41.37274943,76.27198943,58.82236943,2
622,41.37274943,77.23612968,59.30443955,2
2112,15.88939297,76.9846465,46.43701974,2
4255,76.9846465,76.9846465,76.9846465,1
3573,15.88939297,76.93332341,46.41135819,2
628,41.37274943,76.93332341,59.15303642,2
3487,74.48076814,74.48076814,74.48076814,1
6204,74.48076814,74.48076814,74.48076814,1
620,41.37274943,71.95003796,56.66139369,2
675,66.81313572,66.81313572,66.81313572,1
7060,69.38287171,69.38287171,69.38287171,1
617,41.37274943,71.95003796,56.66139369,2
7064,71.9526077,71.9526077,71.9526077,1
4808,69.12589811,69.12589811,69.12589811,1
3422,42.38568247,62.51525329,52.45046788,2
7118,42.38568247,62.51525329,52.45046788,2
5741,62.517754,62.517754,62.517754,1
7135,42.38568247,55.01312281,48.69940264,2
3363,55.01562352,55.01562352,55.01562352,1
5853,20.75578472,59.40779969,40.08179221,2
6898,0,26.1476183,13.07380915,2
2591,64.61205692,64.61205692,64.61205692,1
231,62.02757464,62.02757464,62.02757464,1
7058,59.44309236,59.44309236,59.44309236,1
7063,57.41833942,57.41833942,57.41833942,1
7628,35.94431172,45.16719223,40.55575198,2
9638,35.94431172,45.16719223,40.55575198,2
7861,35.94431172,45.16719223,40.55575198,2
4802,45.1694507,45.1694507,45.1694507,1
5272,45.1694507,45.1694507,45.1694507,1
7075,47.42792323,47.42792323,47.42792323,1
5550,45.1694507,45.1694507,45.1694507,1
2106,33.54039121,45.16719223,39.35379172,2
5399,45.1694507,45.1694507,45.1694507,1
479,16.4849,66.28691198,41.38590599,2
7563,35.94431172,67.53086369,51.73758771,2
8851,35.94431172,67.48581158,51.71506165,2
5653,33.68967784,67.48806418,50.58887101,2
8443,35.94431172,67.30510576,51.62470874,2
819,45.04197978,45.04197978,45.04197978,1
305,45.04197978,45.04197978,45.04197978,1
6120,45.04197978,45.04197978,45.04197978,1
6220,45.04197978,45.04197978,45.04197978,1
3112,45.04197978,45.04197978,45.04197978,1
7422,45.04197978,45.04197978,45.04197978,1
2675,45.04197978,45.04197978,45.04197978,1
4864,45.04197978,45.04197978,45.04197978,1
8373,17.17656657,67.15992674,42.16824665,2
3044,67.6106645,67.6106645,67.6106645,1
8601,60.62422917,60.62422917,60.62422917,1
3109,67.89374189,67.89374189,67.89374189,1
8795,16.48472017,67.44111695,41.96291856,2
3944,69.51231399,60.87805523,52.19982175,3
8378,17.17656657,67.16384204,42.17020431,2
7068,43.3084288,43.3084288,43.3084288,1
6781,41.02903781,41.02903781,41.02903781,1
7062,36.47025583,36.47025583,36.47025583,1
7065,31.91147385,31.91147385,31.91147385,1
7070,38.74964682,38.74964682,38.74964682,1
7273,29.63208286,29.63208286,29.63208286,1
7056,27.35269187,27.35269187,27.35269187,1
322,8.380019646,40.91734765,24.64868365,2
5848,8.484626019,34.07917468,21.28190035,2
312,14.2686821,26.89681368,20.58274789,2
8799,146.736517,26.66887458,86.70269578,2
3285,13.65381585,51.28629726,32.47005656,2
8300,621.661069,26.21299638,217.9403484,3
8106,59.26416573,59.26416573,59.26416573,1
327,11.55083789,26.89681368,19.22382578,2
325,11.55083789,26.21299638,18.88191713,2
310,15.17463017,26.66887458,20.92175237,2
7771,578.0486228,26.21299638,331.2797071,4
8346,17.17656657,33.05116935,25.11386796,2
3179,8.465035781,36.24231673,22.35367626,2
9929,27.12475277,27.12475277,27.12475277,1
5068,16.4593384,34.19086484,25.32510162,2
2167,27.12475277,27.12475277,27.12475277,1
323,8.832993681,25.62369943,17.22834656,2
324,8.832993681,25.62369943,17.22834656,2
320,7.021097541,25.40280547,16.21195151,2
315,12.45678596,25.40280547,18.92979571,2
317,5.888662454,25.15717139,15.52291692,2
321,7.021097541,25.40280547,16.21195151,2
314,12.45678596,25.40280547,18.92979571,2
7073,24.29833567,24.29833567,24.29833567,1
313,12.90976,25.62369943,19.26672971,2
326,11.55083789,25.18191151,18.3663747,2
9323,25.38071607,25.38071607,25.38071607,1
7272,22.15218786,22.15218786,22.15218786,1
6346,16.68794033,22.14997264,19.41895648,2
8390,22.15218786,22.15218786,22.15218786,1
5071,16.68794033,22.14997264,19.41895648,2
7484,0,0,0,1
7294,745.9932828,32.62936701,261.5232099,3
8275,20.80823137,20.80823137,20.80823137,1
9823,20.65639588,20.65639588,20.65639588,1
5426,17.61839204,26.64675068,29.05498343,5
3893,278.2138552,20.44983192,102.0199168,3
640,13.36007497,26.62609428,21.27990186,3
9091,100.1782931,24.89786156,51.94995598,3
7574,17.29648727,25.09086824,21.19367775,2
4424,301.70625,7.204324005,154.455287,2
5628,714.9102293,28.38865908,249.6964563,3
8867,618.5527636,7.981473035,313.2671183,2
9388,621.661069,8.60747092,315.1342699,2
9707,640.5403658,8.60747092,423.4993584,3
9251,606.1195422,8.60747092,307.3635066,2
3123,15.88939297,15.88939297,15.88939297,1
3055,15.88939297,15.88939297,15.88939297,1
2461,10.66088934,10.66088934,10.66088934,1
6261,10.66088934,10.66088934,10.66088934,1
713,15.6074903,15.6074903,15.6074903,1
3178,9.767348979,9.767348979,9.767348979,1
9357,505.1687553,11.72223004,258.4454927,2
6786,479.5905905,11.55712821,245.5738594,2
2077,25.13399364,25.13399364,25.13399364,1
2688,781.1467876,28.47246964,404.8096286,2
4623,23.77087572,23.77087572,23.77087572,1
3686,23.77087572,23.77087572,23.77087572,1
7577,23.77087572,23.77087572,23.77087572,1
3246,22.66156819,22.66156819,22.66156819,1
9165,23.15957094,23.15957094,23.15957094,1
9866,5.098068238,5.098068238,5.098068238,1
6836,0.165695165,0.165695165,0.165695165,1
9395,49.85781605,49.85781605,49.85781605,1
3305,52.6195738,22.18116976,29.53624314,3
8577,36.96861627,36.96861627,36.96861627,1
1127,7.197844059,21.99632668,14.59708537,2
3175,18.48625926,18.48625926,18.48625926,1
3177,18.48625926,18.48625926,18.48625926,1
4642,31.38895885,31.38895885,31.38895885,1
1126,7.013283955,22.14750539,14.58039467,2
1128,12.91920729,12.91920729,12.91920729,1
6210,114.3218099,17.6988084,90.39533218,5
3531,17.85193775,22.17008631,16.72604237,4
7922,19.51262171,19.51262171,19.51262171,1
1815,22.63616562,22.63616562,22.63616562,1
8347,17.17656657,75.61546628,46.39601642,2
2055,40.74382129,40.74382129,40.74382129,1
7862,417.4498142,41.92385153,229.6868328,2
7614,18.61453469,18.61453469,18.61453469,1
304,282.1254581,37.95150684,160.0384825,2
835,30.73140682,62.41712195,40.36855074,3
7686,18.15872009,18.15872009,18.15872009,1
3533,17.85193775,17.71708465,17.7845112,2
6601,18.27127648,31.5328246,24.90205054,2
4877,649.2052124,649.2052124,649.2052124,1
2497,656.1633016,33.08342089,344.6233612,2
4436,17.17656657,51.48375049,34.33015853,2
9995,18.81325042,29.49680322,24.15502682,2
1016,29.82083234,29.82083234,29.82083234,1
6802,18.59972503,27.75972549,23.17972526,2
1084,18.2426037,18.2426037,18.2426037,1
1083,18.2426037,18.2426037,18.2426037,1
1080,18.2426037,18.2426037,18.2426037,1
6569,28.00287067,28.00287067,28.00287067,1
3649,26.16244623,34.54902542,30.35573582,2
3527,17.85193775,17.85193775,17.85193775,1
3526,17.85193775,17.85193775,17.85193775,1
3529,17.85193775,17.85193775,17.85193775,1
3528,17.85193775,17.85193775,17.85193775,1
3530,17.85193775,17.85193775,17.85193775,1
3525,17.85193775,17.85193775,17.85193775,1
8266,355.353283,18.05183848,186.7025607,2
5097,18.57453661,33.50620163,26.04036912,2
5882,17.17656657,32.45786184,24.8172142,2
7087,27.29250069,25.6881043,26.4903025,2
7057,17.17656657,17.17656657,17.17656657,1
6197,17.17656657,17.17656657,17.17656657,1
8344,17.17656657,17.17656657,17.17656657,1
5881,17.17656657,17.17656657,17.17656657,1
5321,17.17656657,17.17656657,17.17656657,1
5312,17.17656657,17.17656657,17.17656657,1
8345,17.17656657,17.17656657,17.17656657,1
5311,17.17656657,17.17656657,17.17656657,1
2810,17.17656657,17.17656657,17.17656657,1
3768,17.17656657,17.17656657,17.17656657,1
1372,43.74598788,43.74598788,43.74598788,1
1392,43.74598788,43.74598788,43.74598788,1
4862,26.84344728,26.84344728,26.84344728,1
8017,29.29807426,29.29807426,29.29807426,1
5941,22.0201297,22.0201297,22.0201297,1
4304,31.1099405,31.1099405,31.1099405,1
7346,31.1099405,31.1099405,31.1099405,1
5708,15.60889065,15.60889065,15.60889065,1
4977,15.60889065,15.60889065,15.60889065,1
4975,15.60889065,15.60889065,15.60889065,1
4364,15.60889065,15.60889065,15.60889065,1
5809,15.60889065,15.60889065,15.60889065,1
2790,32.65392466,32.65392466,32.65392466,1
2279,16.4849,16.4849,16.4849,1
8798,16.48472017,16.48472017,16.48472017,1
8796,16.48472017,16.48472017,16.48472017,1
8791,16.48472017,16.48472017,16.48472017,1
8792,16.48472017,16.48472017,16.48472017,1
8794,16.48472017,16.48472017,16.48472017,1
9453,16.48472017,16.48472017,16.48472017,1
8793,16.48472017,16.48472017,16.48472017,1
9634,31.9309238,31.9309238,31.9309238,1
9412,46.69175807,46.69175807,46.69175807,1
2204,33.98596588,33.98596588,33.98596588,1
8432,15.18841734,15.18841734,15.18841734,1
6913,30.37683468,30.37683468,30.37683468,1
6413,75.69783542,75.69783542,75.69783542,1
9461,13.61560421,68.12805188,42.40612081,3
3150,23.34436946,60.55826834,39.84977139,3
8103,133.2281903,133.2281903,133.2281903,1
6059,33.46001251,33.46001251,33.46001251,1
9268,293.1592735,41.46370516,141.8911755,3
5707,40.58652587,41.46370516,41.02511551,2
9291,24.79239475,47.4344787,36.11343673,2
6358,28.48343247,40.46857624,34.47600435,2
7369,41.13199552,41.13199552,41.13199552,1
6832,28.64809742,47.26862388,37.95836065,2
2605,28.63227848,39.14173767,33.88700807,2
3241,468.4997846,46.43934978,257.4695672,2
5475,28.4740891,39.30759249,33.89084079,2
6391,23.52985332,46.93691424,35.23338378,2
3616,33.38992353,33.38992353,33.38992353,1
8561,474.5143089,39.8146923,194.6137717,3
6919,40.7398284,40.7398284,40.7398284,1
7965,40.7398284,40.7398284,40.7398284,1
638,14.15160545,37.2826134,25.71710942,2
4451,38.32492302,38.32492302,38.32492302,1
4454,38.32492302,38.32492302,38.32492302,1
7260,27.10201857,37.20243574,32.15222715,2
7332,226.5186116,16.18508957,121.3518506,2
8472,581.17321,16.18508957,287.0369648,3
960,222.9908303,16.18508957,119.58796,2
6697,37.86755646,37.86755646,37.86755646,1
4450,39.52116155,39.52116155,39.52116155,1
3349,37.86755646,37.86755646,37.86755646,1
6431,37.86755646,37.86755646,37.86755646,1
5179,37.86755646,37.86755646,37.86755646,1
1092,35.86647602,35.86647602,35.86647602,1
2182,13.40163461,30.9880917,22.68020293,3
9998,12.68403136,48.70428719,30.69415928,2
5767,34.73519877,34.73519877,34.73519877,1
5836,31.77650999,31.77650999,31.77650999,1
981,59.48707638,30.44965507,37.98324855,3
7310,27.29250069,26.52502593,26.90876331,2
7938,30.35182837,30.35182837,30.35182837,1
718,20.91673828,29.7510964,25.33391734,2
7832,21.53905254,29.52910138,25.53407696,2
414,17.73252048,17.73252048,17.73252048,1
413,17.73252048,17.73252048,17.73252048,1
415,17.73252048,17.73252048,17.73252048,1
412,17.73252048,17.73252048,17.73252048,1
409,17.73252048,17.73252048,17.73252048,1
411,17.73252048,17.73252048,17.73252048,1
9413,55.44356721,55.44356721,55.44356721,1
9688,55.56986235,55.56986235,55.56986235,1
9386,23.53935734,29.42676802,26.48306268,2
8348,101.0361134,101.0361134,101.0361134,1
8531,23.49089636,23.49089636,23.49089636,1
7203,23.41280165,23.41280165,23.41280165,1
6348,46.93894256,23.82557648,35.38225952,2
6883,22.56113427,22.56113427,22.56113427,1
685,13.7084141,100.2717079,56.99006098,2
4667,562.8716833,24.31391825,208.8787892,3
9379,13.52129206,24.0632593,18.79227568,2
4876,26.20010646,26.20010646,26.20010646,1
1143,12.03565415,12.03565415,12.03565415,1
1142,12.03565415,12.03565415,12.03565415,1
1145,12.03565415,12.03565415,12.03565415,1
1139,12.03565415,12.03565415,12.03565415,1
1140,28.77280765,28.77280765,28.77280765,1
2525,20.4386414,18.70232497,19.57048319,2
4697,12.02450595,12.02450595,12.02450595,1
8862,12.02450595,12.02450595,12.02450595,1
9322,12.02450595,12.02450595,12.02450595,1
4170,12.02450595,12.02450595,12.02450595,1
6082,12.02450595,12.02450595,12.02450595,1
6146,12.02450595,12.02450595,12.02450595,1
8245,12.02450595,12.02450595,12.02450595,1
169,12.02450595,12.02450595,12.02450595,1
4734,12.02450595,12.02450595,12.02450595,1
2615,12.02450595,12.02450595,12.02450595,1
1144,749.9009161,13.22773819,328.4030782,3
639,13.19217457,13.19217457,13.19217457,1
965,229.5664427,14.39146317,121.9789529,2
7606,19.1167168,19.1167168,19.1167168,1
2501,14.44839094,18.75827836,16.60333465,2
1863,12.13834951,12.13834951,12.13834951,1
3803,12.13834951,12.13834951,12.13834951,1
9296,13.7371721,52.01811734,32.87764472,2
5129,562.8716833,37.77131851,300.3215009,2
6234,473.7200349,30.26547957,251.9927572,2
7447,17.39816214,33.17096561,25.28456388,2
1170,38.01344234,38.01344234,38.01344234,1
5286,562.8716833,37.77131851,300.3215009,2
1168,38.01344234,38.01344234,38.01344234,1
683,13.7084141,60.64890982,37.17866196,2
681,13.45917021,26.92811596,20.19364308,2
4216,12.64306105,26.92811596,19.78558851,2
6334,27.9627911,27.9627911,27.9627911,1
9831,416.7324864,34.15503581,396.052419,6
5754,24.8607407,22.8485412,23.85464095,2
3153,14.4781863,14.4781863,14.4781863,1
678,13.72620518,13.72620518,13.72620518,1
679,13.72620518,13.72620518,13.72620518,1
680,13.7084141,13.7084141,13.7084141,1
682,13.7084141,13.7084141,13.7084141,1
686,13.7084141,13.7084141,13.7084141,1
3342,26.80715826,26.80715826,26.80715826,1
7954,30.79114319,30.79114319,30.79114319,1
5136,21.99197651,21.99197651,21.99197651,1
7597,21.34132631,21.34132631,21.34132631,1
6517,21.99417932,21.99417932,21.99417932,1
499,50.10811247,50.10811247,50.10811247,1
3476,24.27440247,24.27440247,24.27440247,1
9417,55.08526606,55.08526606,55.08526606,1
6423,30.85237377,12.16656092,22.85623754,3
9111,22.24321995,35.53102537,28.88712266,2
8866,20.3712658,20.3712658,20.3712658,1
9306,30.47804497,30.47804497,30.47804497,1
5424,33.85705274,33.85705274,33.85705274,1
5023,31.71732905,33.72190084,32.71961495,2
9905,482.8003458,54.80976914,223.3587193,4
9419,56.18313466,56.18313466,56.18313466,1
3603,624.9174301,36.60752132,330.7624757,2
8149,31.14349196,32.9939449,32.06871843,2
1232,71.54620305,71.54620305,71.54620305,1
4745,118.9720461,118.9720461,118.9720461,1
4448,79.85794874,79.85794874,79.85794874,1
9692,73.33893252,73.33893252,73.33893252,1
4952,115.712538,115.712538,115.712538,1
495,84.74721091,84.74721091,84.74721091,1
473,80.35658603,80.35658603,80.35658603,1
1964,287.8526636,6.378159085,117.6937449,3
8005,81.18357941,81.18357941,81.18357941,1
5116,683.4092011,53.58116241,368.4951818,2
2663,64.94686353,64.94686353,64.94686353,1
5724,55.85430263,55.85430263,55.85430263,1
6342,56.82850559,56.82850559,56.82850559,1
2084,54.06826389,54.06826389,54.06826389,1
5719,88.3277344,88.3277344,88.3277344,1
6813,96.44609234,96.44609234,96.44609234,1
3713,142.8830998,142.8830998,142.8830998,1
2613,81.18357941,81.18357941,81.18357941,1
3516,55.85430263,55.85430263,55.85430263,1
5198,64.94686353,64.94686353,64.94686353,1
3498,55.85430263,55.85430263,55.85430263,1
5937,81.18357941,81.18357941,81.18357941,1
3501,55.85430263,55.85430263,55.85430263,1
9955,64.94686353,64.94686353,64.94686353,1
3196,101.2222601,73.06522147,71.55981445,3
673,79.55990782,79.55990782,79.55990782,1
5723,61.69952035,61.69952035,61.69952035,1
5718,81.18357941,81.18357941,81.18357941,1
3137,81.18357941,81.18357941,81.18357941,1
3716,65.14723082,65.14723082,65.14723082,1
9796,51.80244424,51.80244424,51.80244424,1
8675,620.7124458,49.7801266,233.0582033,3
6003,46.66886868,46.66886868,46.66886868,1
6806,884.7177147,48.50707038,319.5418745,3
6341,52.39961307,52.39961307,52.39961307,1
8602,62.37866002,62.37866002,62.37866002,1
6405,46.97528683,46.97528683,46.97528683,1
7560,46.97528683,46.97528683,46.97528683,1
5108,46.97528683,46.97528683,46.97528683,1
2666,53.70110919,53.70110919,53.70110919,1
306,24.64302233,43.82224295,34.23263264,2
6212,38.9417951,38.9417951,38.9417951,1
8074,42.83597461,42.83597461,42.83597461,1
8645,42.83597461,42.83597461,42.83597461,1
9145,46.73015412,46.73015412,46.73015412,1
4274,64.46161896,44.9186663,54.69014263,2
6340,45.01040582,45.01040582,45.01040582,1
6344,64.30057974,64.30057974,64.30057974,1
9029,39.24675837,39.24675837,39.24675837,1
5785,39.24675837,39.24675837,39.24675837,1
6366,42.48474604,42.48474604,42.48474604,1
9164,38.6224964,38.6224964,38.6224964,1
9045,627.7440814,37.85004647,229.4743148,3
7446,38.6224964,38.6224964,38.6224964,1
8982,25.74833093,25.74833093,25.74833093,1
6173,27.05393964,38.440246,32.74709282,2
7213,20.4017373,37.65841048,29.03007389,2
5763,32.46472757,77.40171567,54.93322162,2
964,229.5664427,52.16640486,140.8664238,2
7096,20.27902698,41.22418335,30.75160516,2
963,229.5664427,52.16640486,140.8664238,2
8720,51.8270412,51.8270412,51.8270412,1
7040,20.00415,39.80963154,29.90689077,2
885,314.1009638,39.8277513,126.5332584,3
2399,26.85605136,26.85605136,26.85605136,1
6456,30.37011688,30.37011688,30.37011688,1
5569,146.5867261,108.0656011,127.3261636,2
6339,50.43690406,50.43690406,50.43690406,1
3547,31.21791896,48.44597363,39.8319463,2
1079,290.4292892,92.65928836,191.5442888,2
5651,621.661069,55.05841772,324.3825085,3
1457,31.72678228,48.34397654,40.03537941,2
658,458.0481943,53.71552948,269.3972542,3
9026,79.2297524,79.2297524,79.2297524,1
8755,749.9009161,4.681154358,377.2910352,2
6235,656.1633016,4.681154358,330.422228,2
6017,728.028806,4.681154358,366.3549802,2
8801,646.4770814,4.681154358,325.5791179,2
6174,715.5304574,4.681154358,360.1058059,2
5641,734.2779803,4.681154358,369.4795673,2
9154,743.6517418,4.681154358,374.1664481,2
6254,687.4091731,4.681154358,346.0451637,2
9659,649.9141273,4.681154358,327.2976408,2
9360,718.6550446,4.681154358,361.6680995,2
5419,656.1633016,4.681154358,330.422228,2
9642,749.9009161,4.681154358,377.2910352,2
584,53.88019609,53.88019609,53.88019609,1
