TOKEN_ID,CURRENT_OWNER,OWNER_TOTAL_PURCHASES,OWNER_DIVERSE_COLLECTIONS,OWNER_AVG_PURCHASE_PRICE,LAST_SALE_TIME_FORMATTED
8029.0,0x966a4a910b7de4105b4c691cd00de3bc94aff94e,11.0,1.0,8.494545253,2025-07-04 23:31:00
6418.0,0xac3833b07b61b98092210f5c1dcdac819b906557,1.0,1.0,7.6582,2025-01-04 18:36:00
3058.0,0x9e646127f8c7b44e66e56f53bdffb079b2896c0d,1.0,1.0,7.1956458,2025-03-30 19:13:00
2181.0,0x677a27a0aed03a7343d574265f3747e4a534db50,1.0,1.0,9.5388,2025-03-28 09:41:00
3922.0,0x6b08267f552a89f03a75a355f3bf8ce3acfe47f9,2.0,1.0,2.90577,2025-03-14 20:34:00
3521.0,0x6b08267f552a89f03a75a355f3bf8ce3acfe47f9,2.0,1.0,2.90577,2025-03-14 20:34:00
6144.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-03-14 11:17:00
5840.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-03-14 11:17:00
8312.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-03-14 11:17:00
7290.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-09-03 07:39:00
5663.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-07-03 01:28:00
1906.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
9447.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
8591.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
7348.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
8416.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
329.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
7624.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
8077.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
7304.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
706.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-06-03 12:32:00
6614.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-02-03 04:15:00
8960.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-02-03 04:12:00
7636.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-02-03 04:11:00
5738.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-02-03 04:10:00
2760.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 14:41:00
2942.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
2939.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
5545.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
9445.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
4386.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
309.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
5470.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
6630.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
6491.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
8758.0,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,101.0,3.0,28.18570069,2025-01-03 11:02:00
5469.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2025-01-03 10:05:00
6593.0,0xbc769e783796bab3d614683d1f2f5e1446b3724d,2.0,2.0,7.035998696,2025-02-28 18:45:00
5298.0,0x115c11f14fabb8b4fbdee2239c0686b42b3b62eb,1.0,1.0,8.28264,2025-02-23 02:02:00
2499.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-02-20 10:55:00
6319.0,0x8dde51f6564df5adfeb0793e9f5ccd62e0ec42d2,1.0,1.0,10.158464,2025-02-16 22:53:00
7884.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-02-13 14:25:00
5462.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-02-13 14:25:00
483.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-02-13 14:25:00
6595.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-12-02 13:13:00
5623.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-12-02 13:13:00
1910.0,0xfb4334af1bb7024ac7ab3eb26251a752bef78554,1.0,1.0,5.21602,2025-08-02 13:41:00
6613.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2932.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
7342.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
7859.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2930.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2904.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2510.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
7211.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9449.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
6607.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
3319.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
5601.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2925.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
7339.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9234.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
7306.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
2546.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
5818.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
3717.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9448.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9541.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9888.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
4757.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
3149.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
3600.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
5120.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
5115.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
8530.0,0x8ab71d0304c6e8b2e1a391cf5bafa366b042cd7c,28.0,1.0,8.734428919,2025-04-02 20:59:00
9024.0,0xdd687028f311271c65fa0653f33d23097277b3aa,12.0,3.0,5.482227479,2025-04-02 10:52:00
4141.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-04-02 10:39:00
2540.0,0x374534de1dfd0b0f965600d887f452f7035ea08b,1.0,1.0,4.306032,2025-04-02 10:39:00
8388.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-04-02 10:39:00
9113.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-04-02 10:39:00
7360.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-04-02 10:39:00
7196.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2025-01-24 04:40:00
7343.0,0xa2232543420153bdf26302200b14bea8ce08a0e1,1.0,1.0,9.6430614,2025-01-20 01:44:00
9022.0,0xe3c8196f5f7a98640620041e1d73380b9c95109f,1.0,1.0,11.25689,2025-01-17 01:44:00
5412.0,0x34d44c75116acbb18807e465a49b81e239b476d6,2.0,1.0,12.6616245,2025-01-16 12:34:00
5739.0,0x34d44c75116acbb18807e465a49b81e239b476d6,2.0,1.0,12.6616245,2025-01-16 12:14:00
6606.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2025-01-16 02:48:00
4800.0,0xc2df7d360508b95c97fe6d99b4d02b23bcf62b88,1.0,1.0,11.713646,2025-01-16 01:18:00
3410.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2025-01-15 21:39:00
7587.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-01-15 07:09:00
2682.0,0x7862e990963405616afd1e08cd369433a87adb3a,20.0,1.0,5.35478975,2025-01-15 07:09:00
9787.0,0x72aa49f32e3e2d501357b0005e7b606df73bd82d,1.0,1.0,14.963018,2025-12-01 13:55:00
4552.0,0x2bcc090b7bf2c16114f16c34ac9e2ec737e28b18,1.0,1.0,24.03422,2024-12-26 09:06:00
2413.0,0xfa78b2f26563e3dfc06670704bb0807b5b731dba,1.0,1.0,14.065902,2024-12-23 03:34:00
6142.0,0x6b412d6fb24d6f0a17641afde687d5171839db75,2.0,1.0,168.3161653,2024-12-14 00:06:00
7582.0,0xfe0fa0b2faed48bae69b0da71849e08dcfb2e737,3.0,1.0,69.16629096,2024-08-12 00:15:00
5874.0,0x0e5f2339803dd4407e5622e2b3df5410eb5aa3bb,1.0,1.0,20.445645,2024-04-12 12:04:00
7389.0,0xeeb0ca65c86d08d43adc502f39eeb1628bfd4175,4.0,1.0,22.7046893,2024-11-22 17:59:00
111.0,0xeeb0ca65c86d08d43adc502f39eeb1628bfd4175,4.0,1.0,22.7046893,2024-11-22 17:59:00
2220.0,0xeeb0ca65c86d08d43adc502f39eeb1628bfd4175,4.0,1.0,22.7046893,2024-11-22 17:57:00
9446.0,0xe3631c3af53f3892c0a14688c2e2eb649c8ce6ed,1.0,1.0,15.05448,2024-11-17 11:46:00
4265.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-11-16 02:21:00
7515.0,0xeeb0ca65c86d08d43adc502f39eeb1628bfd4175,4.0,1.0,22.7046893,2024-11-13 06:15:00
8808.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-05-11 02:38:00
2383.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-10-26 01:47:00
8177.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-10-14 22:49:00
4271.0,0x45a98415cb0fbd3e8d53d759092df0ece13c9cb4,1.0,1.0,11.490353,2024-10-10 20:26:00
3877.0,0x1b3fdcbf38a33b7e0b70e8e56e49c61a22108d62,3.0,1.0,31.91312456,2024-07-10 21:33:00
7517.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-05-10 22:13:00
2192.0,0x1b3fdcbf38a33b7e0b70e8e56e49c61a22108d62,3.0,1.0,31.91312456,2024-04-09 05:53:00
9895.0,0xeb794215e8ab99e3475cc69f5fb2d983bca00fec,1.0,1.0,9.928074,2024-03-09 00:53:00
6955.0,0x812754619adeaf867904ad5b4f3989b5cf005984,11.0,1.0,15.76953413,2024-08-27 20:34:00
8190.0,0x510cd8afa03ee3dd66ff67bce6ddc5aeaf767f17,1.0,1.0,15.52995396,2024-08-27 08:06:00
9398.0,0xe91a293a427d18c08d6a907deea9fa2ea2d71b9b,1.0,1.0,11.07308,2024-08-25 21:28:00
177.0,0x53bcd10244ff634b5f5cada56e70819b47c811e9,1.0,1.0,8.6144202,2024-08-23 08:03:00
6444.0,0xef0b56692f78a44cf4034b07f80204757c31bcc9,71.0,10.0,697.9707361,2024-08-17 10:58:00
3825.0,0x9df3d86a4a7ca08d88482428eb1148dd70ab45bd,5.0,2.0,19.76284618,2024-03-08 19:29:00
2281.0,0x9df3d86a4a7ca08d88482428eb1148dd70ab45bd,5.0,2.0,19.76284618,2024-03-08 19:29:00
747.0,0x7595a3964a77df4858648bbe4c6ca4a3c69d8027,1.0,1.0,25.78715,2024-07-20 03:19:00
5164.0,0x2bf1144208fcb6325158aac8d2f91f55216076a5,1.0,1.0,4003.649,2024-12-07 13:50:00
258.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
311.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
2408.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
319.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
316.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
180.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
318.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-12-06 15:01:00
4493.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-09-06 23:26:00
5386.0,0x9d1ac5323583683666588b567c92ffcb1f41ba02,1.0,1.0,25.901608,2024-07-06 00:00:00
2783.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-05-06 04:04:00
3785.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-02-06 23:17:00
4558.0,0xe47802583ad4cfe9a13681091871bb89a826f0a7,2.0,1.0,21.35333904,2024-05-31 18:58:00
5568.0,0xe47802583ad4cfe9a13681091871bb89a826f0a7,2.0,1.0,21.35333904,2024-05-31 18:58:00
775.0,0xc07a63720edcd5507552c64b5e4c9a22d13d29d8,2.0,1.0,15.1231455,2024-05-30 13:34:00
2898.0,0xc07a63720edcd5507552c64b5e4c9a22d13d29d8,2.0,1.0,15.1231455,2024-05-30 13:33:00
4110.0,0x3ea9ea16dc3c3424b64c018cf16d854a27637c68,6.0,2.0,7.835271684,2024-05-23 06:08:00
5787.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
8035.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
7932.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
2678.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
8338.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
2565.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
8353.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
308.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
7277.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
8810.0,0xcf2ad5f86899b9b30387ec12327363e8ffb9a6d2,13.0,2.0,39.52264331,2024-12-04 10:37:00
8818.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-23 22:06:00
5682.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-23 08:47:00
2596.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-23 08:47:00
8351.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-23 06:17:00
1855.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-23 04:54:00
6879.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-19 06:08:00
5833.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-18 14:07:00
6188.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-18 14:07:00
5196.0,0xd203f23acec501c72047e8358fa42099a28dc86e,10.0,1.0,31.67166661,2024-03-18 14:07:00
8652.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-11-03 04:45:00
9418.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-11-03 04:45:00
9246.0,0xc485e340587629edd2b14634bd03f2a01dad8dfd,8.0,1.0,33.28750107,2024-02-02 08:58:00
8813.0,0x1dc9b7b2fe8a47240f0742f99e65426a741ed3b6,1.0,1.0,47.65235332,2024-01-30 23:29:00
8376.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
7288.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
7281.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
7285.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
8380.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
7279.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
8365.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-27 00:46:00
9403.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
8366.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
9414.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
8364.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
8944.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-23 01:43:00
9409.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
8820.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
9410.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
7286.0,0x47bf6b73b6c560c4140f9b893419b4a8ed5543f5,15.0,1.0,22.8913751,2024-01-23 01:43:00
8809.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8814.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8339.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8815.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8352.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8804.0,0xbb93664780e5e4e22f5255c774bfc455ebfa789e,49.0,3.0,45.75179157,2024-01-21 23:26:00
8341.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8370.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
8807.0,0xbb93664780e5e4e22f5255c774bfc455ebfa789e,49.0,3.0,45.75179157,2024-01-21 23:26:00
8375.0,0x01e73b482e32ea4c6e73464fc046a476114376f5,95.0,1.0,62.18827037,2024-01-21 23:26:00
2611.0,0x87303ccb6b6cae7ae213a7a45268bf5eee1ef08e,1.0,1.0,502.1737419,2024-01-18 02:34:00
3176.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-18 00:25:00
9247.0,0x57ca1267ce6b161116c5b0c2d57410180d28d46c,5.0,1.0,66.32499372,2024-01-17 05:57:00
9259.0,0xca12326020bb2bd563e698a48e0c771056d8a205,1.0,1.0,56.43668891,2024-01-16 17:09:00
4936.0,0x9e06180fd0b650d3a61e6f3cda4d356c81292a09,1.0,1.0,151.9539315,2024-01-15 13:54:00
6558.0,0x0d4d88cd2db16a6d2a4009bb56965ead343f22a4,8.0,1.0,71.61947783,2024-01-14 11:45:00
6433.0,0x0d4d88cd2db16a6d2a4009bb56965ead343f22a4,8.0,1.0,71.61947783,2024-01-14 11:45:00
622.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-14 03:31:00
2112.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-14 03:25:00
4255.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-14 03:20:00
3573.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-14 03:13:00
628.0,0x42945c50e0e41fc0c85b8d5e5aecc9cb92f8968f,7.0,1.0,76.08559731,2024-01-14 03:12:00
3487.0,0xd5c3a3de44891351167c243bf7b0f8de3a34e1d6,3.0,1.0,58.23662241,2024-01-14 00:17:00
6204.0,0xd5c3a3de44891351167c243bf7b0f8de3a34e1d6,3.0,1.0,58.23662241,2024-01-14 00:17:00
620.0,0x0d4d88cd2db16a6d2a4009bb56965ead343f22a4,8.0,1.0,71.61947783,2024-01-13 23:54:00
675.0,0x0d4d88cd2db16a6d2a4009bb56965ead343f22a4,8.0,1.0,71.61947783,2024-01-13 23:54:00
